                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     11,                0.74914,                0.56772,                 1.2575,                0.88568,                   0.84,                 0.8728,                0.70527,                0.97854,                0.66883,                 1.8063,               0.001802,               0.001802,               0.001802
                     12,                0.69069,                0.51613,                 1.2154,                0.94067,                0.89333,                0.92042,                0.68736,                 1.0986,                0.57744,                 1.8942,              0.0017822,              0.0017822,              0.0017822
                     13,                0.71112,                0.54923,                 1.2111,                0.93675,                0.89333,                 0.8864,                0.72284,                 0.9352,                0.67573,                 1.6956,              0.0017624,              0.0017624,              0.0017624
                     14,                0.70974,                 0.5394,                 1.2247,                0.94356,                0.89166,                0.93851,                0.78241,                0.85668,                0.53738,                 1.6468,              0.0017426,              0.0017426,              0.0017426
                     15,                0.66863,                0.51432,                 1.2006,                0.89822,                0.94667,                0.93156,                0.74583,                 1.0156,                0.48928,                 1.8334,              0.0017228,              0.0017228,              0.0017228
                     16,                0.67502,                0.51812,                 1.2111,                0.87804,                0.82667,                0.85514,                0.71913,                0.90659,                 0.6429,                 1.7223,               0.001703,               0.001703,               0.001703
                     17,                0.68934,                0.49091,                 1.2166,                0.98425,                0.83302,                0.94041,                0.78291,                0.85299,                0.60026,                 1.5403,              0.0016832,              0.0016832,              0.0016832
                     18,                0.63661,                0.47737,                 1.1718,                0.88488,                0.94667,                0.92157,                0.72154,                0.88055,                0.63541,                 1.6398,              0.0016634,              0.0016634,              0.0016634
                     19,                0.61646,                 0.4484,                 1.1647,                0.85007,                0.94667,                0.92774,                0.72092,                0.94986,                0.61102,                 1.8599,              0.0016436,              0.0016436,              0.0016436
                     20,                0.62453,                0.46739,                 1.1717,                0.78382,                0.78667,                0.80669,                0.64534,                0.86965,                0.63671,                 1.6486,              0.0016238,              0.0016238,              0.0016238
                     21,                0.60495,                0.43898,                 1.1645,                0.89305,                0.94667,                0.93012,                0.77469,                0.86671,                0.52727,                 1.5999,               0.001604,               0.001604,               0.001604
                     22,                0.60518,                0.42242,                 1.1579,                0.89858,                0.94504,                0.92743,                0.74316,                0.87965,                0.50771,                 1.5522,              0.0015842,              0.0015842,              0.0015842
                     23,                0.60781,                0.42902,                 1.1482,                0.88981,                0.89333,                0.92533,                0.78744,                0.77434,                0.45387,                 1.5292,              0.0015644,              0.0015644,              0.0015644
                     24,                 0.5899,                0.43159,                 1.1401,                0.99677,                0.94667,                0.94743,                0.76656,                0.82169,                0.40441,                 1.5713,              0.0015446,              0.0015446,              0.0015446
                     25,                 0.5716,                0.42329,                 1.1424,                0.93369,                0.89333,                0.92607,                0.71937,                 0.9892,                0.58138,                 1.8614,              0.0015248,              0.0015248,              0.0015248
                     26,                0.56582,                0.41874,                 1.1231,                0.89626,                0.94667,                0.93643,                0.76083,                0.87317,                0.47937,                 1.5684,               0.001505,               0.001505,               0.001505
                     27,                0.56976,                0.39303,                 1.1357,                 0.9371,                   0.88,                0.93732,                0.71408,                 1.0791,                0.53988,                 1.8997,              0.0014852,              0.0014852,              0.0014852
                     28,                 0.5496,                0.38778,                 1.1042,                0.93995,                0.83487,                0.90747,                0.77253,                0.90809,                0.52074,                 1.6459,              0.0014654,              0.0014654,              0.0014654
                     29,                0.53641,                0.38663,                 1.1019,                0.93672,                   0.88,                 0.9162,                0.76629,                0.75742,                0.54472,                 1.5433,              0.0014456,              0.0014456,              0.0014456
                     30,                0.54229,                0.39774,                 1.1083,                  0.929,                0.94667,                0.91515,                0.73543,                0.89973,                0.53411,                 1.6738,              0.0014258,              0.0014258,              0.0014258
                     31,                0.51814,                0.37631,                 1.0949,                 0.8977,                0.94667,                0.94656,                0.79698,                0.82533,                0.50626,                 1.6091,               0.001406,               0.001406,               0.001406
                     32,                0.53492,                0.38813,                 1.1165,                0.99838,                   0.84,                0.93219,                0.75655,                0.91716,                0.59015,                 1.6749,              0.0013862,              0.0013862,              0.0013862
                     33,                0.51708,                0.39014,                 1.0847,                 0.9431,                0.94667,                0.94434,                0.79487,                0.82826,                0.50689,                 1.4893,              0.0013664,              0.0013664,              0.0013664
                     34,                0.52215,                0.39206,                 1.0902,                0.89086,                0.89333,                0.92862,                0.74594,                0.87605,                0.49129,                 1.6181,              0.0013466,              0.0013466,              0.0013466
                     35,                0.50738,                0.35225,                 1.0755,                0.98567,                   0.88,                0.93919,                0.78036,                0.77451,                0.50915,                 1.4821,              0.0013268,              0.0013268,              0.0013268
                     36,                0.48761,                0.34838,                 1.0585,                0.92779,                0.89333,                0.90251,                0.73731,                0.79597,                0.61405,                 1.5474,               0.001307,               0.001307,               0.001307
                     37,                 0.4984,                 0.3636,                 1.0746,                0.94113,                0.89333,                0.93162,                0.78127,                0.77355,                0.45394,                 1.4933,              0.0012872,              0.0012872,              0.0012872
                     38,                0.46838,                0.34912,                 1.0685,                0.99042,                0.78667,                0.89228,                 0.6984,                0.94641,                0.59612,                  1.783,              0.0012674,              0.0012674,              0.0012674
                     39,                0.48181,                0.35045,                 1.0775,                0.94188,                0.89333,                0.93723,                0.78889,                 0.8168,                0.46737,                 1.5975,              0.0012476,              0.0012476,              0.0012476
                     40,                 0.4592,                0.34836,                  1.055,                0.89231,                0.89333,                0.90472,                0.77515,                0.79115,                0.56593,                 1.6461,              0.0012278,              0.0012278,              0.0012278
                     41,                0.47367,                0.34196,                 1.0546,                0.93898,                0.94667,                0.93235,                 0.7951,                0.80694,                0.51138,                 1.6284,               0.001208,               0.001208,               0.001208
                     42,                0.46932,                0.34337,                  1.055,                0.89725,                0.94667,                0.92643,                0.77828,                0.86465,                0.51392,                 1.6754,              0.0011882,              0.0011882,              0.0011882
                     43,                0.46938,                0.33858,                 1.0563,                0.99565,                0.94667,                0.95289,                0.80828,                0.80709,                0.46123,                 1.5718,              0.0011684,              0.0011684,              0.0011684
                     44,                0.45435,                0.33801,                  1.051,                0.98548,                0.90485,                0.95048,                0.80138,                0.70604,                0.46924,                  1.477,              0.0011486,              0.0011486,              0.0011486
                     45,                0.43688,                0.31861,                 1.0369,                0.94397,                0.94667,                0.92384,                0.76723,                 0.7698,                 0.6691,                 1.4854,              0.0011288,              0.0011288,              0.0011288
                     46,                0.44057,                 0.3228,                 1.0389,                0.93443,                   0.84,                 0.9186,                0.76267,                0.74705,                0.53752,                 1.3981,               0.001109,               0.001109,               0.001109
                     47,                0.45379,                0.33165,                 1.0393,                0.93592,                0.89333,                  0.933,                0.79128,                0.82559,                0.49109,                 1.5653,              0.0010892,              0.0010892,              0.0010892
                     48,                0.42628,                0.31464,                 1.0313,                0.94392,                0.94667,                0.95915,                 0.7777,                0.79795,                0.53249,                 1.5749,              0.0010694,              0.0010694,              0.0010694
                     49,                0.42086,                0.31425,                 1.0245,                 0.9449,                0.94667,                 0.9435,                0.78289,                0.76712,                0.44446,                 1.5773,              0.0010496,              0.0010496,              0.0010496
                     50,                0.41946,                0.32949,                 1.0313,                0.93899,                0.94667,                0.93395,                0.74468,                0.81371,                 0.5136,                  1.568,              0.0010298,              0.0010298,              0.0010298
                     51,                0.40699,                0.30639,                 1.0214,                 0.9405,                0.94667,                0.93451,                0.75324,                0.83593,                0.51408,                 1.6404,                0.00101,                0.00101,                0.00101
                     52,                0.41242,                0.30517,                 1.0253,                0.99417,                0.94667,                0.94942,                0.83891,                0.72033,                0.33758,                 1.5355,              0.0009902,              0.0009902,              0.0009902
                     53,                 0.4107,                0.31039,                 1.0243,                0.84403,                0.89333,                0.89707,                0.77327,                0.83736,                0.53263,                 1.7271,              0.0009704,              0.0009704,              0.0009704
                     54,                0.40358,                0.30377,                 1.0174,                0.89234,                0.88413,                 0.9085,                0.76929,                0.86589,                0.49894,                 1.7183,              0.0009506,              0.0009506,              0.0009506
                     55,                0.39572,                0.29578,                 1.0096,                0.89599,                0.94667,                0.94224,                0.80669,                0.75462,                0.49281,                 1.5854,              0.0009308,              0.0009308,              0.0009308
                     56,                 0.3908,                0.29606,                   1.02,                0.93945,                0.82751,                0.93472,                0.80564,                0.75654,                0.45167,                 1.5616,               0.000911,               0.000911,               0.000911
                     57,                0.39668,                0.29309,                 1.0113,                0.89582,                0.94667,                0.93417,                0.79721,                 0.7294,                0.50678,                 1.5995,              0.0008912,              0.0008912,              0.0008912
                     58,                0.37949,                0.29262,                 1.0046,                0.94346,                0.94667,                0.96563,                0.80957,                0.72003,                0.53728,                 1.5556,              0.0008714,              0.0008714,              0.0008714
                     59,                0.38152,                0.28072,                      1,                0.97857,                0.89333,                0.94611,                0.81752,                0.71453,                0.42353,                 1.5409,              0.0008516,              0.0008516,              0.0008516
                     60,                0.36173,                0.26923,                0.99292,                0.93983,                0.89333,                0.93309,                 0.7931,                0.80722,                0.48521,                 1.6295,              0.0008318,              0.0008318,              0.0008318
                     61,                0.36395,                0.27151,                0.99545,                0.89664,                0.94667,                0.93074,                0.79029,                0.81639,                0.53248,                 1.6871,               0.000812,               0.000812,               0.000812
                     62,                 0.3671,                0.27455,                 1.0003,                0.89533,                0.94667,                0.92248,                0.75043,                0.88823,                0.49537,                 1.8317,              0.0007922,              0.0007922,              0.0007922
                     63,                0.36798,                0.28062,                0.99405,                 0.9444,                0.94667,                0.93755,                0.79691,                0.74657,                0.37712,                 1.5996,              0.0007724,              0.0007724,              0.0007724
                     64,                0.36369,                0.26775,                0.98736,                0.94588,                0.94667,                0.94181,                0.77987,                0.88839,                0.49673,                 1.7559,              0.0007526,              0.0007526,              0.0007526
                     65,                 0.3497,                 0.2723,                0.98113,                0.94501,                0.94667,                0.94522,                 0.7651,                0.87871,                0.48745,                 1.6646,              0.0007328,              0.0007328,              0.0007328
                     66,                0.33969,                0.26566,                0.98257,                0.93542,                0.89333,                0.93753,                0.78275,                0.81775,                0.50926,                 1.6432,               0.000713,               0.000713,               0.000713
                     67,                0.34545,                0.26649,                0.99168,                0.99263,                0.89333,                0.94488,                0.79807,                0.74525,                0.43646,                 1.5311,              0.0006932,              0.0006932,              0.0006932
                     68,                0.32866,                0.25377,                0.97635,                0.94562,                0.94667,                0.94447,                0.78699,                0.75879,                0.46464,                 1.6226,              0.0006734,              0.0006734,              0.0006734
                     69,                0.33356,                0.25901,                 0.9731,                0.88396,                0.89333,                0.92337,                0.75854,                0.84483,                0.46824,                 1.7486,              0.0006536,              0.0006536,              0.0006536
                     70,                 0.3117,                0.24699,                0.96982,                0.93188,                0.94667,                0.92908,                0.78865,                0.85227,                0.43616,                 1.7448,              0.0006338,              0.0006338,              0.0006338
                     71,                0.33579,                0.27045,                0.97727,                0.93777,                0.89333,                0.92702,                0.77185,                0.85169,                0.52894,                 1.7519,               0.000614,               0.000614,               0.000614
                     72,                0.33109,                0.25191,                0.97675,                0.89535,                0.94667,                0.94629,                0.80961,                0.84123,                 0.4059,                  1.763,              0.0005942,              0.0005942,              0.0005942
                     73,                0.31762,                0.24516,                0.96145,                0.94442,                0.90631,                0.92551,                0.77828,                0.86741,                 0.4418,                 1.7889,              0.0005744,              0.0005744,              0.0005744
                     74,                0.31462,                0.25266,                0.97113,                0.94495,                0.94667,                0.94794,                0.83238,                 0.7809,                0.40276,                 1.6624,              0.0005546,              0.0005546,              0.0005546
                     75,                0.31006,                0.24988,                0.97027,                0.98992,                   0.88,                0.94467,                0.81668,                0.76717,                0.40564,                 1.6277,              0.0005348,              0.0005348,              0.0005348
                     76,                0.31284,                0.25089,                0.95781,                0.93211,                0.78667,                0.90714,                0.77513,                0.80668,                0.56342,                 1.7228,               0.000515,               0.000515,               0.000515
                     77,                0.30309,                0.24109,                0.95613,                0.89465,                0.90586,                0.92803,                0.76505,                0.89577,                0.50661,                 1.8571,              0.0004952,              0.0004952,              0.0004952
                     78,                0.30447,                0.23276,                0.95776,                0.93987,                0.89333,                0.93925,                0.77204,                0.87762,                0.54895,                 1.8321,              0.0004754,              0.0004754,              0.0004754
                     79,                0.30317,                0.23628,                0.95767,                 0.8968,                0.94667,                0.94198,                0.78169,                0.85899,                0.48627,                 1.7912,              0.0004556,              0.0004556,              0.0004556
                     80,                 0.2932,                0.23355,                0.95875,                      1,                0.83727,                0.94123,                 0.7743,                0.82693,                0.44363,                 1.7614,              0.0004358,              0.0004358,              0.0004358
                     81,                0.30865,                0.24855,                0.96562,                0.94335,                0.94667,                0.94169,                0.77794,                0.77645,                0.50368,                 1.6837,               0.000416,               0.000416,               0.000416
                     82,                0.30069,                0.23446,                0.95355,                0.94544,                0.94667,                0.93836,                0.77888,                 0.8564,                0.52079,                 1.8318,              0.0003962,              0.0003962,              0.0003962
                     83,                0.29937,                0.24319,                0.95131,                 0.9453,                0.94667,                0.94062,                0.76281,                0.80233,                 0.4795,                 1.6689,              0.0003764,              0.0003764,              0.0003764
                     84,                0.28615,                0.23087,                0.95237,                0.94416,                0.94667,                0.94401,                0.77382,                0.82163,                0.40082,                 1.6843,              0.0003566,              0.0003566,              0.0003566
                     85,                0.28011,                0.22871,                0.95177,                 0.9433,                0.94667,                0.95065,                0.79909,                0.83021,                0.41113,                 1.6948,              0.0003368,              0.0003368,              0.0003368
                     86,                0.26896,                0.22705,                0.94057,                0.99764,                0.94667,                0.95262,                0.79058,                0.80964,                0.40466,                 1.7007,               0.000317,               0.000317,               0.000317
                     87,                0.28146,                0.22934,                0.94725,                0.94556,                0.94667,                0.94106,                0.80155,                0.84108,                0.39783,                 1.7132,              0.0002972,              0.0002972,              0.0002972
                     88,                 0.2779,                 0.2235,                0.93904,                 0.9441,                0.94667,                0.93273,                0.79045,                0.78865,                0.37723,                 1.6418,              0.0002774,              0.0002774,              0.0002774
                     89,                0.26549,                0.22224,                0.93937,                0.94516,                0.94667,                0.93972,                0.80823,                0.73689,                0.41286,                 1.5775,              0.0002576,              0.0002576,              0.0002576
                     90,                0.26919,                0.22036,                0.94517,                0.94027,                0.94667,                0.93815,                0.80843,                 0.7218,                0.43137,                 1.5499,              0.0002378,              0.0002378,              0.0002378
                     91,                0.17111,                0.14084,                0.88491,                0.94442,                0.90627,                0.93359,                 0.7974,                0.72418,                0.37611,                 1.5354,               0.000218,               0.000218,               0.000218
                     92,                0.16802,                0.13497,                0.88718,                0.94261,                0.89333,                0.92259,                0.77308,                0.87594,                0.44493,                 1.7859,              0.0001982,              0.0001982,              0.0001982
                     93,                0.16319,                0.12301,                0.87919,                0.94168,                0.89333,                0.94037,                0.81282,                 0.7601,                0.41052,                 1.6924,              0.0001784,              0.0001784,              0.0001784
                     94,                0.16614,                0.11846,                0.87599,                0.89724,                0.94667,                0.94261,                0.81653,                0.75913,                0.38575,                 1.6505,              0.0001586,              0.0001586,              0.0001586
                     95,                0.15569,                0.11561,                0.86852,                 0.8977,                0.94667,                0.93548,                0.80925,                0.75351,                0.41153,                  1.635,              0.0001388,              0.0001388,              0.0001388
                     96,                0.16029,                0.12009,                0.87447,                0.89817,                0.94667,                0.93923,                0.80588,                0.77044,                0.43708,                 1.6474,               0.000119,               0.000119,               0.000119
                     97,                0.14787,                0.11451,                0.87039,                0.94403,                0.94667,                0.93906,                0.81663,                  0.776,                0.39895,                 1.6929,               9.92e-05,               9.92e-05,               9.92e-05
                     98,                0.14882,                0.11559,                0.87349,                0.94089,                0.94667,                0.94313,                0.81285,                 0.7501,                0.37525,                 1.6246,               7.94e-05,               7.94e-05,               7.94e-05
                     99,                0.14513,                0.10916,                0.86516,                0.89769,                0.94667,                0.94307,                0.82295,                0.72466,                0.38257,                  1.599,               5.96e-05,               5.96e-05,               5.96e-05
                    100,                0.13863,                0.10495,                0.86479,                0.94161,                0.94667,                0.94331,                0.81758,                 0.7352,                0.39159,                 1.6413,               3.98e-05,               3.98e-05,               3.98e-05
